name,brand,cpu_name,cpu_brand,cpu_core_num,cpu_thread_num,gpu,Intel_gpu,AMD_gpu,NVIDIA_gpu,weight,battery,monitor_size,monitor_resolution_x,monitor_resolution_y,monitor_panel,monitor_display,monitor_torch_screen,monitor_blue_light_filter,monitor_LED_backlit,monitor_anti_glare,monitor_sRGB,monitor_refresh_rate,connection_type_c,connection_usb_a,connection_thunderbolt,ram_capacity,ram_type,ram_speed,HDD_capacity,SSD_capacity,price
Acer Nitro 5 2021 (Intel H45) (AN515-57-720A),Acer,Intel Core i7-11800H,Intel,8.0,16.0,"Intel® Core™ UHD Graphics, GeForce RTX 3050Ti",1.0,0.0,1.0,2.2,57.5,15.6,1920.0,1080.0,IPS,Matte,0,0,0,0,,144.0,1.0,3.0,0,8.0,DDR4,3200.0,1.0,512.0,22390000.0
Dell XPS 13 9305,Dell,Intel Core i7 1165G7,Intel,4.0,8.0,Intel Iris Xe,1.0,0.0,0.0,1.16,52.0,13.3,1920.0,1080.0,IPS,Matte,0,0,0,0,,60.0,3.0,0.0,1,8.0,,4266.0,0.0,256.0,22490000.0
Dell Inspiron 14 5410 2 in 1,Dell,Intel Core i5 1135G7,Intel,4.0,8.0,Intel Iris Xe,1.0,0.0,0.0,,54.0,14.0,1920.0,1080.0,IPS,Matte,0,0,0,0,,60.0,1.0,2.0,0,8.0,DDR4,3200.0,0.0,256.0,22490000.0
Lenovo IdeaPad Gaming 3 AMD (Chính hãng) (82K2008WVN),Lenovo,AMD Ryzen 5 5600H,AMD,6.0,12.0,NVIDIA GeForce RTX 3050 4GB GDDR6,0.0,0.0,1.0,2.25,45.0,15.6,1920.0,1080.0,IPS,,0,0,0,1,,120.0,1.0,2.0,0,8.0,DDR4,3200.0,0.0,512.0,22490000.0
Lenovo ThinkPad T490,Lenovo,Intel Core i5 8265U,Intel,4.0,8.0,Intel UHD 620,1.0,0.0,0.0,1.6,50.0,14.0,1920.0,1080.0,IPS,Matte,0,0,0,0,61.0,60.0,2.0,2.0,1,8.0,DDR4,2400.0,0.0,256.0,22490000.0
Dell Vostro 5410 Intel gen 11 (Chính hãng) (V4I5014W),Dell,Intel Core i5 11300H,Intel,4.0,8.0,Intel Iris XE,1.0,0.0,0.0,,54.0,14.0,1920.0,1080.0,WVA,Matte,0,0,0,0,,60.0,1.0,2.0,0,8.0,DDR4,3200.0,0.0,512.0,22690000.0
HP Zbook Firefly 15 G8,HP,Intel Core i7 1185G7,Intel,4.0,8.0,Intel Iris Xe Graphics,1.0,0.0,0.0,1.69,56.0,15.6,1920.0,1080.0,IPS,Glossy,0,0,0,0,,60.0,2.0,2.0,1,32.0,DDR4,3200.0,0.0,512.0,22790000.0
Acer Nitro 5 2021 (Intel H45) (AN515-57-71VV),Acer,Intel Core i7 11800H,Intel,8.0,16.0,"Intel® UHD Graphics, GeForce RTX 3050",1.0,0.0,1.0,2.2,57.5,15.6,1920.0,1080.0,IPS,Matte,0,0,0,0,65.0,144.0,1.0,3.0,0,8.0,DDR4,3200.0,0.0,512.0,22890000.0
Lenovo ThinkBook 14P Gen 2,Lenovo,AMD Ryzen 9 5900HX,AMD,8.0,16.0,AMD Radeon Graphics,0.0,1.0,0.0,1.4,61.0,14.0,2880.0,1800.0,OLED,,0,0,0,1,,60.0,2.0,2.0,0,16.0,,3200.0,0.0,1024.0,22990000.0
"Lenovo IdeaPad Slim 7 15"" (82AE0001US)",Lenovo,Intel Core i5 10300H,Intel,4.0,8.0,Intel UHD 630,1.0,0.0,0.0,1.95,70.0,15.6,1920.0,1080.0,IPS,Glossy,1,0,0,0,,60.0,1.0,2.0,1,16.0,DDR4,2933.0,0.0,1024.0,22990000.0
Lenovo ThinkPad T14 Gen 2 (Intel),Lenovo,Intel Core i7 1185G7,Intel,4.0,8.0,Intel Iris Xe,1.0,0.0,0.0,1.53,50.0,14.0,1920.0,1080.0,IPS,Matte,0,0,0,0,,60.0,2.0,2.0,1,16.0,DDR4,3200.0,0.0,512.0,22990000.0
Dell XPS 13 9300,Dell,Intel Core i7 1065G7,Intel,4.0,8.0,Intel Iris Plus G7,1.0,0.0,0.0,1.3,51.0,13.0,1920.0,1200.0,IPS,Matte,1,0,0,0,100.0,60.0,2.0,0.0,1,16.0,,3733.0,0.0,512.0,22990000.0
Lenovo ThinkPad X13 Gen 2 (AMD),Lenovo,AMD Ryzen 7 Pro 5850U,AMD,8.0,16.0,AMD Radeon Graphics,0.0,1.0,0.0,1.34,54.7,13.3,1920.0,1200.0,IPS,,0,0,0,0,100.0,60.0,2.0,2.0,0,16.0,,4266.0,0.0,512.0,22990000.0
HUAWEI MateBook D16 2022,Huawei,Intel Core i5-12450H,Intel,8.0,12.0,Intel UHD Graphic,1.0,0.0,0.0,1.71,60.0,16.0,1920.0,1200.0,IPS,,0,1,0,0,100.0,60.0,2.0,1.0,0,16.0,,,0.0,512.0,22990000.0
Lenovo ThinkPad P1 Gen 2,Lenovo,Intel Core i7 9850H,Intel,6.0,12.0,Intel UHD 630,1.0,0.0,0.0,1.7,80.0,15.0,1920.0,1080.0,IPS,Matte,0,0,0,0,89.0,60.0,2.0,2.0,1,16.0,DDR4,2666.0,0.0,512.0,22990000.0
Apple Macbook Air (Chính hãng - Apple M1 - Late 2020) (MGN63SA/A),Apple,Apple Apple M1,Apple,8.0,8.0,Apple GPU,0.0,0.0,0.0,1.29,49.9,13.3,2560.0,1600.0,Retina,Glossy,0,0,0,0,100.0,60.0,2.0,0.0,1,8.0,,,0.0,256.0,22990000.0
Apple Macbook Air (Chính hãng - Apple M1 - Late 2020) (MGND3SA/A),Apple,Apple M1,Apple,8.0,8.0,Apple GPU,0.0,0.0,0.0,1.29,49.9,13.3,2560.0,1600.0,Retina,Glossy,0,0,0,0,100.0,60.0,2.0,0.0,1,8.0,,,0.0,256.0,22990000.0
Lenovo IdeaPad 5 Pro 14ITL6 (82L300M9VN),Lenovo,Intel Core i5-1155G7,Intel,4.0,8.0,Intel Iris Xe Graphics,1.0,0.0,0.0,1.38,56.5,14.0,2240.0,1400.0,,,0,0,0,1,100.0,60.0,2.0,2.0,0,8.0,DDR4,3200.0,0.0,512.0,22990000.0
Apple Macbook Air (Chính hãng - Apple M1 - Late 2020) (MGN93SA/A),Apple,Apple M1,Apple,8.0,8.0,Apple GPU,0.0,0.0,0.0,1.29,49.9,13.3,2560.0,1600.0,Retina,Glossy,0,0,0,0,100.0,60.0,2.0,0.0,1,8.0,,,0.0,256.0,22990000.0
Acer Swift 3 14 Intel gen 11 (Chính hãng) (SF314-511-55QE),Acer,Intel Core i5 1135G7,Intel,4.0,8.0,Iris XE,0.0,0.0,0.0,1.19,56.0,15.0,1920.0,1080.0,IPS,,1,0,0,0,100.0,60.0,1.0,0.0,1,16.0,,4266.0,0.0,512.0,22990000.0
Lenovo IdeaPad 5 Pro 14IAP7 (82SH000SVN),Lenovo,Intel Core i5-1240P,Intel,12.0,16.0,Intel Iris Xe Graphics,1.0,0.0,0.0,1.42,56.5,14.0,2880.0,1800.0,IPS,,0,0,0,1,100.0,90.0,2.0,2.0,0,16.0,LPDDR5,4800.0,0.0,512.0,22990000.0
Asus Vivobook 15 Pro OLED (M6500QC-MA002W),Asus,AMD Ryzen 5 5600H,AMD,6.0,12.0,"AMD Radeon Graphics, NVIDIA GeForce RTX 3050 4GB GDDR6",0.0,1.0,1.0,1.8,70.0,15.6,2880.0,1620.0,OLED,,0,0,0,0,,120.0,1.0,1.0,0,16.0,,3200.0,0.0,512.0,22990000.0
Dell Inspiron 16 5620 (Chính hãng),Dell,Intel Core i5 1235U,Intel,10.0,12.0,Intel Iris Xe Graphics,1.0,0.0,0.0,1.8,54.0,16.0,1920.0,1200.0,WVA,,0,0,0,1,,60.0,1.0,2.0,0,8.0,DDR4,3200.0,0.0,256.0,22990000.0
Lenovo ThinkPad X1 Carbon Gen 6,Lenovo,Intel Core i7 8550U,Intel,4.0,8.0,Intel UHD 620,1.0,0.0,0.0,1.1,57.0,14.0,1920.0,1080.0,IPS,Matte,0,0,0,0,90.0,60.0,2.0,2.0,1,16.0,LPDDR3,2133.0,0.0,256.0,22990000.0
LG Gram 14 2022 (No OS) (14ZD90Q-G.AX31A5),LG,Intel Core i3-1115G4,Intel,2.0,4.0,Intel UHD Graphics,1.0,0.0,0.0,0.999,72.0,14.0,1920.0,1200.0,IPS,,0,0,0,1,,,2.0,2.0,1,8.0,DDR5,5200.0,0.0,256.0,23290000.0
Lenovo Ideapad 5 Pro 16 AMD (Chính hãng) (82L500WJVN),Lenovo,AMD Ryzen 7 5800H,AMD,8.0,16.0,GeForce GTX 1650,0.0,0.0,1.0,1.9,,16.0,2560.0,1600.0,IPS,,0,0,0,0,,120.0,1.0,2.0,0,16.0,DDR4,3200.0,0.0,512.0,23390000.0
MSI Katana GF66 12UCK-699VN,MSI,Intel Core i5 12450H,Intel,8.0,12.0,NVIDIA GeForce RTX 3050 GDDR6 4GB,0.0,0.0,1.0,2.25,53.5,15.6,1920.0,1080.0,IPS,,0,0,0,1,65.0,144.0,1.0,2.0,0,8.0,DDR4,3200.0,0.0,512.0,23490000.0
Lenovo ThinkPad T14s Gen 3 (Intel),Lenovo,Core i5 1235U,Intel,10.0,12.0,,,,,1.2,57.0,,1920.0,1200.0,IPS,,0,0,0,1,,,2.0,2.0,1,16.0,,4800.0,0.0,256.0,23490000.0
ASUS ROG Strix G15 (G513) (G513IH-HN015T),Asus,AMD Ryzen 7-4800H,AMD,8.0,16.0,Geforce GTX 1650,0.0,0.0,0.0,2.1,56.0,15.6,1920.0,1080.0,IPS,,0,0,0,0,65.0,144.0,1.0,3.0,0,8.0,,,0.0,512.0,23490000.0
Dell Precision 5510,Dell,Intel Core i7 6820HQ,Intel,4.0,8.0,Intel HD 530,1.0,0.0,0.0,1.8,57.0,15.0,3840.0,2160.0,IGZO,Glossy,1,0,0,0,100.0,60.0,1.0,2.0,1,16.0,DDR4,2133.0,0.0,512.0,23490000.0
Lenovo ThinkBook 16 G4+,Lenovo,AMD Ryzen 5 6600H,AMD,6.0,12.0,AMD Radeon 660M Graphics,0.0,1.0,0.0,1.8,71.0,16.0,2560.0,1600.0,IPS,,0,0,0,0,100.0,60.0,1.0,2.0,0,16.0,LPDDR5,4800.0,0.0,512.0,23490000.0
Dell Gaming G15 5515 Ryzen Edition (Chính Hãng) (P105F004CGR),Dell,AMD Ryzen 5 5600H,AMD,6.0,12.0,NVIDIA GeForce RTX3050,0.0,0.0,1.0,2.8,56.0,15.6,1920.0,1080.0,WVA,,0,0,0,1,65.0,120.0,2.0,2.0,0,8.0,,3200.0,0.0,256.0,23490000.0
Acer Nitro 5 Tiger Intel Gen 12 (Chính hãng) (AN515-58-52SP),Acer,Intel Core i5-12500H,Intel,12.0,16.0,GeForce RTX™ 3050 4GB,0.0,0.0,1.0,2.5,57.5,15.6,1920.0,1080.0,IPS,,0,0,0,0,,144.0,1.0,2.0,1,8.0,DDR4,3200.0,0.0,512.0,23490000.0
Lenovo ThinkBook 14 G4+ (AMD),Lenovo,AMD Ryzen 5 6600H,AMD,6.0,12.0,AMD Radeon Graphics,0.0,1.0,0.0,1.43,62.0,14.0,2880.0,1800.0,IPS,,0,0,0,0,100.0,90.0,1.0,3.0,0,16.0,LPDDR5,4800.0,0.0,512.0,23490000.0
Asus ZenBook 14 UX435 (UX435EA-A5036T),Asus,Intel Core i5 1135G7,Intel,4.0,8.0,Intel Iris Xe,1.0,0.0,0.0,1.19,63.0,14.0,1920.0,1080.0,IPS,Matte,1,0,0,0,,60.0,2.0,1.0,1,8.0,,4266.0,0.0,512.0,23690000.0
Dell XPS 13 9310 (INP4757211SA),Dell,Intel Core i7 1165G7,Intel,4.0,8.0,Intel Iris Xe,1.0,0.0,0.0,1.3,52.0,13.4,1920.0,1200.0,IPS,Glossy,0,0,0,0,100.0,60.0,2.0,0.0,1,8.0,,4266.0,0.0,512.0,23790000.0
ASUS TUF Dash F15 (Chính hãng) (FX516PC-HN011T),Asus,Intel Core i5-11300H,Intel,4.0,8.0,"Intel® Iris® Xᵉ Graphics, GeForce RTX 3050",1.0,0.0,1.0,2.0,76.0,15.6,1920.0,1080.0,IPS,,0,0,0,0,,144.0,1.0,3.0,1,8.0,DDR4,,0.0,512.0,23790000.0
Asus Vivobook 15 Pro OLED (M3500QC-L1388W),Asus,AMD Ryzen 5 5600H,AMD,6.0,12.0,"Radeon™ Graphics, Gefore RTX 3050",0.0,1.0,0.0,1.65,63.0,15.6,1920.0,1080.0,OLED,,0,0,0,0,100.0,60.0,1.0,2.0,0,16.0,DDR4,3200.0,0.0,512.0,23890000.0
GIGABYTE U4 (UD-70S1823SO),GIGABYTE,Core i7-1195G7,Intel,4.0,8.0,Intel® Iris® Xe Graphics,1.0,0.0,0.0,0.99,36.0,14.0,1920.0,1080.0,IPS,,0,0,0,0,100.0,60.0,1.0,2.0,1,16.0,DDR4,3200.0,0.0,512.0,23890000.0
Lenovo IdeaPad 5 Pro 14 AMD (Chính hãng) (82L700L7VN),Lenovo,AMD Ryzen 7 5800U,AMD,8.0,16.0,AMD Radeon Graphics,0.0,1.0,0.0,1.38,56.5,14.0,2880.0,1800.0,IPS,,0,0,0,0,100.0,90.0,2.0,2.0,0,16.0,DDR4,3200.0,0.0,512.0,23990000.0
Dell Vostro 5320 (Chính hãng) (P156G001AGR),Dell,Intel Core i5-1240P,Intel,16.0,12.0,Intel Iris Xe Graphics,1.0,0.0,0.0,1.25,54.0,13.3,1920.0,1080.0,WVA,,0,0,0,1,,,2.0,1.0,0,8.0,,4800.0,0.0,256.0,23990000.0
LG Gram 15 2021,LG,Intel Core i7 1195G7,Intel,4.0,8.0,Intel Iris Xe Graphics,1.0,0.0,0.0,1.13,72.0,15.0,1920.0,1080.0,IPS,,0,0,0,1,,,2.0,2.0,0,16.0,,4266.0,0.0,1024.0,23990000.0
Microsoft Surface Pro 7 (Chỉ thân máy),Microsoft,Intel Core i5 1035G4,Intel,4.0,8.0,Intel Iris Plus G4,1.0,0.0,0.0,0.77,45.0,12.0,2736.0,1824.0,IPS,Glossy,1,0,0,0,90.0,60.0,1.0,1.0,0,8.0,,3733.0,0.0,256.0,23990000.0
Dell Gaming G15 5510,Dell,Intel Core i5 10200H,Intel,4.0,8.0,Intel UHD 630,1.0,0.0,0.0,2.65,56.0,15.6,1920.0,1080.0,WVA,Matte,1,0,0,0,,120.0,1.0,3.0,0,8.0,DDR4,2933.0,0.0,512.0,23990000.0
Dell Latitude 7430,Dell,Intel Core i5 1250P,Intel,12.0,16.0,Intel Iris XE Graphics,1.0,0.0,0.0,1.24,65.0,14.0,1920.0,1080.0,WVA,,0,0,0,1,,,2.0,1.0,1,16.0,LPDDR5,4800.0,0.0,256.0,23990000.0
Acer Nitro 5 15'' 2021 (AMD) (AN515-45-R6EV),Acer,AMD Ryzen 5 5600H,AMD,6.0,12.0,"Radeon Graphics, GeForce® GTX 1650",0.0,1.0,1.0,2.2,57.0,15.6,1920.0,1080.0,IPS,,0,0,0,0,,144.0,1.0,3.0,0,8.0,DDR4,3200.0,0.0,512.0,23990000.0
Acer Nitro 5 15 Intel Gen 11 - Chính hãng (NH.QBZSV.002),Acer,Intel Core i 5 11300H,Intel,4.0,8.0,"Intel Iris Xe, Nvidia GTX 1650",1.0,0.0,0.0,2.3,59.0,15.6,1920.0,1080.0,IPS,Matte,1,0,0,0,,144.0,1.0,3.0,0,8.0,DDR4,3200.0,0.0,512.0,23990000.0
HUAWEI MateBook 14 2022,Huawei,Intel Core i5-1240P,Intel,12.0,16.0,Iris Xe Graphics (80EU),0.0,0.0,0.0,1.49,56.0,14.0,2160.0,1440.0,,,0,1,0,0,100.0,,1.0,2.0,0,16.0,DDR4,,0.0,512.0,23990000.0
Lenovo ThinkPad E14 Gen 2 Intel (Chính hãng) (20TA00ABVA),Lenovo,Intel Core i5-1135G7,Intel,4.0,8.0,Intel Iris Xe Graphics,1.0,0.0,0.0,1.59,45.0,14.0,1920.0,1080.0,IPS,,0,0,0,0,,,1.0,0.0,1,8.0,DDR4,3200.0,0.0,512.0,24390000.0
Acer Nitro 5 15 Intel Gen 11 - Chính hãng (AN515-56-79U2),Acer,Intel Core i7 11370H,Intel,4.0,8.0,"Intel Iris Xe, Nvidia GTX 1650",1.0,0.0,0.0,2.3,59.0,15.6,1920.0,1080.0,IPS,Matte,1,0,0,0,,144.0,1.0,3.0,0,8.0,DDR4,3200.0,0.0,512.0,24390000.0
Dell Precision 5520,Dell,Intel Core i7 7820HQ,Intel,4.0,8.0,Intel HD 630,1.0,0.0,0.0,2.0,97.0,15.6,1920.0,1090.0,IPS,,0,0,0,0,99.0,60.0,1.0,2.0,1,16.0,DDR4,2400.0,0.0,512.0,24490000.0
Lenovo ThinkBook 13s G2 Intel (Chính hãng) (20V900DYVN),Lenovo,Intel Core i5-1135G7,Intel,4.0,8.0,Iris Xe,0.0,0.0,0.0,1.26,56.0,13.3,2560.0,1600.0,IPS,,0,0,0,0,100.0,,1.0,2.0,1,8.0,LPDDR4x,4266.0,0.0,512.0,24650000.0
ASUS ZenBook 13 UX325 OLED (UX325EA-KG656W),Asus,Intel Core i5 1135G7,Intel,4.0,8.0,Iris Xe,0.0,0.0,0.0,1.1,67.0,13.3,1920.0,1080.0,OLED,,0,0,0,0,100.0,60.0,2.0,0.0,1,8.0,,4267.0,0.0,512.0,24790000.0
HP Victus Gaming 16 Intel (Chính hãng) (4R0U1PA),HP,Intel Core i7-11800H,Intel,8.0,16.0,"Intel® Core™ UHD, GeForce RTX 3050",1.0,0.0,1.0,2.46,70.0,16.1,1920.0,1080.0,IPS,,0,0,0,0,,144.0,1.0,3.0,0,8.0,DDR4,3200.0,0.0,512.0,24890000.0
Samsung Galaxy Book Pro,Samsung,Intel Core i5 1135G7,Intel,4.0,8.0,Intel Iris Xe Graphics,1.0,0.0,0.0,1.07,68.0,15.6,1920.0,1080.0,AMOLED,Glossy,0,0,0,0,100.0,60.0,2.0,0.0,1,8.0,LPDDR4x,4266.0,0.0,512.0,24990000.0
GIGABYTE G5 Gaming Laptop (KC-5S11130SB),GIGABYTE,Intel Core i5-10500H,Intel,6.0,12.0,"Intel® Core™ UHD, GeForce® RTX 3060",1.0,0.0,1.0,2.2,48.96,15.6,1920.0,1080.0,IPS,,0,0,0,0,100.0,144.0,1.0,3.0,0,16.0,DDR4,3200.0,0.0,512.0,24990000.0
ASUS Zenbook 14 OLED (UX3402ZA-KM218W),Asus,Intel Core i5 1240P,Intel,12.0,16.0,Intel Iris Xe Graphics,1.0,0.0,0.0,1.39,75.0,14.0,2880.0,1800.0,OLED,,0,0,0,0,,90.0,2.0,1.0,1,8.0,LPDDR5,4800.0,0.0,512.0,24990000.0
HP Spectre 13 X360 2020,HP,Intel Core i5 1035G4,Intel,4.0,8.0,Intel Iris Plus G4,1.0,0.0,0.0,1.3,60.0,13.3,3840.0,2160.0,IPS,Glossy,1,0,0,0,99.0,60.0,2.0,1.0,1,8.0,,3200.0,0.0,256.0,24990000.0
Lenovo ThinkPad X1 Carbon Gen 8 (LTE),Lenovo,Intel Core i5 10210U,Intel,4.0,8.0,Intel UHD 620,1.0,0.0,0.0,1.09,51.0,14.0,1920.0,1080.0,IPS,Matte,0,0,0,0,92.0,60.0,2.0,2.0,1,16.0,LPDDR3,2133.0,0.0,512.0,24990000.0
Acer Nitro 5 2021 (Intel H45) (AN515-57-54MV),Acer,Intel Core i5 11400H,Intel,6.0,12.0,"Intel UHD, GeForce RTX 3050",1.0,0.0,1.0,2.2,57.5,15.6,1920.0,1080.0,IPS,Matte,0,0,0,0,65.0,144.0,1.0,3.0,1,8.0,DDR4,3200.0,1.0,512.0,26990000.0
Dell Vostro 13 5301 (V3I7129W),Dell,Intel Core i7 1165G7,Intel,4.0,8.0,Intel Iris Xe,1.0,0.0,0.0,1.16,40.0,13.0,1920.0,1080.0,IPS,Matte,0,0,0,0,95.0,60.0,1.0,2.0,0,8.0,,4266.0,0.0,512.0,26990000.0
Lenovo Yoga Slim 7 Pro 14IHU5 (82NH00AMVN),Lenovo,Intel Core i5-11300H,Intel,4.0,8.0,Intel Iris Xe Graphics,1.0,0.0,0.0,1.38,61.0,14.0,2880.0,1800.0,OLED,,0,0,0,0,,,2.0,1.0,1,16.0,,4266.0,0.0,512.0,26990000.0
Lenovo ThinkPad T14 gen 2 AMD (Chính hãng) (20XK0072VA),Lenovo,AMD Ryzen 5 PRO 5650U,AMD,6.0,12.0,AMD Radeon Graphics,0.0,1.0,0.0,1.55,50.0,14.0,1920.0,1080.0,IPS,,0,0,0,1,65.0,,2.0,2.0,0,16.0,DDR4,3200.0,0.0,512.0,26990000.0
Acer Swift 5 14 (Chính hãng) (NX.HX9SV.002),Acer,Intel Core i5 1135G7,Intel,4.0,8.0,Intel Iris Xe,1.0,0.0,0.0,1.0,40.0,14.0,1920.0,1080.0,IPS,Glossy,0,0,0,0,90.0,60.0,1.0,2.0,1,8.0,,4266.0,0.0,512.0,26990000.0
Dell Inspiron 5406 2-in-1 (TYCJN1),Dell,Intel Core i7 1165G7,Intel,4.0,8.0,Intel Iris Xe,1.0,0.0,0.0,1.72,40.0,14.0,1920.0,1080.0,IPS,Glossy,1,0,0,0,64.0,60.0,1.0,2.0,0,8.0,DDR4,3200.0,0.0,512.0,26990000.0
Lenovo ThinkPad X1 Nano (Carbon Fiber),Lenovo,Intel Core i5 1130G7,Intel,4.0,8.0,Intel Iris Xe Graphics,1.0,0.0,0.0,0.907,48.0,13.0,2160.0,1350.0,IPS,Matte,0,0,0,0,100.0,60.0,2.0,0.0,1,16.0,LPDDR4x,4266.0,0.0,512.0,26990000.0
LG Gram 16 2 in 1 2021,LG,Intel Core i7 1165G7,Intel,4.0,8.0,Intel Iris Xe,1.0,0.0,0.0,1.48,80.0,16.0,2560.0,1600.0,IPS,,1,0,0,1,,,2.0,2.0,0,16.0,LPDDR4x,4266.0,0.0,512.0,26990000.0
Lenovo ThinkPad X1 Extreme Gen 3 (20TK001FUS),Lenovo,Intel Core i7 10750H,Intel,6.0,12.0,"Intel UHD 630, GTX1650Ti",1.0,0.0,0.0,1.7,80.0,15.0,1920.0,1080.0,IPS,Matte,0,0,0,0,90.0,60.0,2.0,2.0,1,16.0,DDR4,2933.0,0.0,512.0,26990000.0
Lenovo ThinkPad T490s,Lenovo,Intel Core i7 8665U,Intel,4.0,8.0,Intel UHD 620,1.0,0.0,0.0,1.4,57.0,14.0,1920.0,1080.0,IPS,Matte,0,0,0,0,61.0,60.0,2.0,2.0,1,32.0,DDR4,2400.0,0.0,512.0,26990000.0
Microsoft Surface Pro 8,Microsoft,Intel Core i5 1135G7,Intel,4.0,8.0,Intel Iris Xe Graphics,1.0,0.0,0.0,0.891,51.5,13.0,2880.0,1920.0,IPS,Glossy,1,0,0,0,,120.0,2.0,0.0,1,8.0,LPDDR4x,4266.0,0.0,128.0,26990000.0
ASUS TUF Dash F15 (Chính hãng) (FX516PC-HN002T),Asus,Intel Core i5-11300H,Intel,4.0,8.0,"Intel® Iris® Xᵉ Graphics, GeForce RTX 3050",1.0,0.0,1.0,2.0,76.0,15.6,1920.0,1080.0,IPS,,1,0,0,0,,144.0,1.0,3.0,1,8.0,DDR4,3200.0,0.0,512.0,26990000.0
Lenovo ThinkBook 14s Yoga Gen 2,Lenovo,Intel Core i7-1265U,Intel,10.0,12.0,Intel Iris XE,1.0,0.0,0.0,1.5,60.0,14.0,1920.0,1080.0,,,0,0,0,1,100.0,,1.0,2.0,1,16.0,LPDDR5,4800.0,0.0,1024.0,26990000.0
Dell XPS 13 9315 (2022),Dell,Intel Core i5 1235U,Intel,10.0,12.0,Intel® Iris® Xe Graphics,1.0,0.0,0.0,1.17,51.0,13.4,1920.0,1200.0,IPS,,0,0,0,1,,,2.0,0.0,1,8.0,LPDDR5,5200.0,0.0,512.0,27390000.0
ASUS TUF Gaming F15 (Intel Gen 12) (FX507ZE-HN093W),Asus,Intel Core i7-12700H,Intel,14.0,20.0,NVIDIA GeForce RTX 3050 Ti,0.0,0.0,1.0,2.2,90.0,15.6,1920.0,1080.0,IPS,,0,0,0,1,62.5,144.0,2.0,2.0,1,8.0,DDR5-4800 SO-DIMM,4800.0,0.0,512.0,27390000.0
Razer Blade 15 Base (RZ09-02705E75),Razer,Intel Core i7 8750H,Intel,6.0,12.0,Intel UHD 630,1.0,0.0,0.0,2.1,65.0,15.6,1920.0,1080.0,IPS,Matte,1,0,0,0,95.0,60.0,1.0,3.0,1,16.0,DDR4,2665.0,2048.0,256.0,27490000.0
HP Omen 15 2020 (AMD) (15-EN0013DX),HP,AMD Ryzen 7 4800H,AMD,8.0,16.0,"AMD Radeon Graphics, Nvidia GTX1660Ti",0.0,1.0,0.0,2.45,70.0,15.0,1920.0,1080.0,IPS,Matte,0,0,0,0,94.0,144.0,1.0,3.0,0,8.0,DDR4,3200.0,0.0,512.0,27490000.0
Lenovo Legion 5 AMD (Chính hãng) (82B500GTVN),Lenovo,AMD Ryzen R7 4800H,AMD,8.0,16.0,Radeon Graphics,0.0,1.0,0.0,2.3,60.0,15.6,1920.0,1080.0,IPS,Matte,0,0,0,0,100.0,144.0,1.0,4.0,0,8.0,DDR4,3200.0,0.0,512.0,27490000.0
Lenovo ThinkPad X1 Nano,Lenovo,Intel Core i7 1180G7,Intel,4.0,8.0,Intel Iris Xe Graphics,1.0,0.0,0.0,0.907,48.0,13.0,2160.0,1350.0,IPS,Matte,1,0,0,0,100.0,60.0,2.0,0.0,1,16.0,LPDDR4x,4266.0,0.0,512.0,27490000.0
ASUS TUF Dash F15 (Chính hãng) (FX516PM-HN002W),Asus,Intel Core i7-11370H,Intel,4.0,8.0,"Intel® Iris® Xᵉ Graphics, GeForce RTX 3060",1.0,0.0,1.0,2.0,76.0,15.6,1920.0,1080.0,IPS,,0,0,0,0,65.0,144.0,1.0,3.0,1,8.0,DDR4,3200.0,0.0,512.0,27690000.0
Dell XPS 13 9310,Dell,Intel Core i7 1185G7,Intel,4.0,8.0,Intel Iris Xe,1.0,0.0,0.0,1.3,51.0,13.0,1920.0,1200.0,IPS,Matte,0,0,0,0,100.0,60.0,2.0,0.0,1,16.0,,4266.0,0.0,512.0,27790000.0
Lenovo ThinkPad T14s Gen 2 (Intel),Lenovo,Intel Core i5 1135G7,Intel,4.0,8.0,Intel®Iris®Xe,1.0,0.0,0.0,1.28,45.0,14.0,1920.0,1080.0,IPS,,0,0,0,1,,,2.0,2.0,1,16.0,LPDDR4x,4266.0,0.0,256.0,27990000.0
Asus ZenBook 14X OLED AMD (Chính hãng) (UM5401QA-KN209W),Asus,AMD Ryzen 5 5600H,AMD,6.0,12.0,Radeon™ Graphics,0.0,1.0,0.0,1.4,63.0,14.0,2880.0,1800.0,OLED,,1,0,0,0,100.0,90.0,2.0,1.0,0,8.0,,4277.0,0.0,512.0,27990000.0
Dell XPS 15 9500,Dell,Intel Core i7 10750H,Intel,6.0,12.0,"Intel UHD 630, Nvidia Geforce GTX1650Ti",1.0,0.0,0.0,1.83,86.0,15.0,3840.0,2400.0,IPS,Glossy,1,0,0,0,100.0,60.0,3.0,0.0,1,16.0,DDR4,2933.0,0.0,256.0,27990000.0
MacBook Air 2022 (Apple M2) (MLY33SA/A),Apple,Apple M2,Apple,8.0,,Apple GPU,0.0,0.0,0.0,1.24,52.6,13.6,2560.0,1664.0,,Glossy,0,0,0,0,100.0,,2.0,0.0,1,8.0,,,0.0,256.0,27990000.0
